dataset,ht,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1680.0, 1750.0)",10,0.0025660712271928787,6.5847223140735878e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1750.0, 1820.0)",10,0.0025660712271928787,6.5847223140735878e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1820.0, 1890.0)",6,0.0015396428061649203,3.9508336158178281e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1890.0, 1960.0)",5,0.0012830356135964394,3.2923611570367939e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1960.0, 2030.0)",3,0.00076982140308246017,1.9754168079089141e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2030.0, 2100.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2100.0, 2170.0)",2,0.00051321426872164011,1.316944491236427e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2170.0, 2240.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2240.0, 2310.0)",2,0.00051321426872164011,1.316944491236427e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2310.0, 2380.0)",2,0.00051321426872164011,1.316944491236427e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2380.0, 2450.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2450.0, 2520.0)",2,0.00051321426872164011,1.316944491236427e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2520.0, 2590.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2590.0, 2660.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2660.0, 2730.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2730.0, 2800.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2800.0, 2870.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2870.0, 2940.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2940.0, 3010.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3010.0, 3080.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3080.0, 3150.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3150.0, 3220.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3220.0, 3290.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3290.0, 3360.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3360.0, 3430.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3430.0, 3500.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3500.0, inf)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.0, 70.0)",13,9.4529932539444417e-06,6.873774553023404e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[70.0, 140.0)",29,2.1087445929879323e-05,1.5333805405970402e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[140.0, 210.0)",38,2.7631824195850641e-05,2.009257170365597e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[210.0, 280.0)",78,5.6717955885687843e-05,4.1242648185502162e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[280.0, 350.0)",90,6.5443797211628407e-05,4.7587669915749586e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[350.0, 420.0)",108,7.8532553743571043e-05,5.7105205980567675e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[420.0, 490.0)",135,9.6711388323456049e-05,7.138150487362438e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[490.0, 560.0)",158,0.00011489022290334105,8.3542797679747594e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[560.0, 630.0)",195,0.00014179489517118782,1.0310662046375541e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[630.0, 700.0)",228,0.00016579094517510384,1.2055542675248887e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[700.0, 770.0)",255,0.0001781525497790426,1.3483172911499253e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[770.0, 840.0)",257,0.00018687840201891959,1.358892443015236e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[840.0, 910.0)",329,0.00023196189431473613,1.7395937468300815e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[910.0, 980.0)",343,0.00024650496197864413,1.8136189772199884e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[980.0, 1050.0)",356,0.00025450365501455963,1.8823567704551181e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1050.0, 1120.0)",400,0.00028795271646231413,2.1150076134901497e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1120.0, 1190.0)",440,0.00031413021497428417,2.3265084303503158e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1190.0, 1260.0)",458,0.00032576467492617667,2.4216836869150882e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1260.0, 1330.0)",528,0.00037230248562991619,2.791810116420379e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1330.0, 1400.0)",570,0.00041011444409377873,3.0138858075900998e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1400.0, 1470.0)",603,0.00043701913091354072,3.1883740092553126e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1470.0, 1540.0)",621,0.00044574495404958725,3.2835492658200849e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1540.0, 1610.0)",668,0.00048282978241331875,3.5320626978752045e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1610.0, 1680.0)",684,0.00049300992395728827,3.6166630801304223e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1680.0, 1750.0)",734,0.00052209605928510427,3.8810388236498738e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1750.0, 1820.0)",769,0.0005533636431209743,4.0661021771803973e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1820.0, 1890.0)",811,0.00057372392620891333,4.2881778683501182e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1890.0, 1960.0)",826,0.00059044850058853626,4.3674908134505586e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1960.0, 2030.0)",834,0.00060062861302867532,4.4097908658002893e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2030.0, 2100.0)",855,0.0006129902321845293,4.5208287113851497e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2100.0, 2170.0)",909,0.00064498494612053037,4.8063547586352229e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2170.0, 2240.0)",867,0.00062171608442440629,4.5842790674655021e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2240.0, 2310.0)",985,0.00070024863816797733,5.2082060886249337e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2310.0, 2380.0)",911,0.00065371079836040735,4.8169296329447775e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2380.0, 2450.0)",854,0.00061662599910050631,4.5155412742303724e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2450.0, 2520.0)",860,0.00062244321452453732,4.5472664522705486e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2520.0, 2590.0)",756,0.00053954776376485825,3.9973643839452677e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2590.0, 2660.0)",604,0.00043338336399756372,3.1936614464100899e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2660.0, 2730.0)",591,0.0004239303816575557,3.1249236531749602e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2730.0, 2800.0)",404,0.00029231561347842216,2.136157639665015e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2800.0, 2870.0)",317,0.00022469036048278213,1.6761435295276073e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2870.0, 2940.0)",203,0.00014470350288320333,1.0733663263762239e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2940.0, 3010.0)",161,0.00011707167868735269,8.5129056581756402e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3010.0, 3080.0)",135,9.6711388323456049e-05,7.138150487362438e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3080.0, 3150.0)",75,5.3082188969710842e-05,3.9656392752940306e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3150.0, 3220.0)",57,3.9993432437768206e-05,3.0138856688122218e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3220.0, 3290.0)",56,4.0720584365772083e-05,2.9610106033750583e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3290.0, 3360.0)",31,2.2541751604876481e-05,1.6391308449437147e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3360.0, 3430.0)",23,1.6724525266909041e-05,1.2161293673484952e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3430.0, 3500.0)",23,1.6724525266909041e-05,1.2161293673484952e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3500.0, inf)",81,5.7445111451670527e-05,4.2828903618064018e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.0, 70.0)",3246,0.0031385468319058418,3.1069700145991419e-09
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[70.0, 140.0)",2393,0.0023001008667051792,2.2905048968624442e-09
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[140.0, 210.0)",1938,0.0018627784447744489,1.8549931590783331e-09
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[210.0, 280.0)",1598,0.0015399230178445578,1.5295557043160102e-09
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[280.0, 350.0)",1273,0.0012200025375932455,1.2184758757527447e-09
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[350.0, 420.0)",1080,0.0010370510863140225,1.0337423139716861e-09
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[420.0, 490.0)",808,0.00077876663999632001,7.7339240567297907e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[490.0, 560.0)",682,0.00065549451392143965,6.5278910055255324e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[560.0, 630.0)",532,0.00051656883442774415,5.0921378225154967e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[630.0, 700.0)",474,0.00045199770829640329,4.5369802359473965e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[700.0, 770.0)",361,0.00034731425694189966,3.4553793160085888e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[770.0, 840.0)",288,0.000271981320111081,2.7566460225614264e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[840.0, 910.0)",241,0.00023382565996143967,2.3067768528672872e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[910.0, 980.0)",200,0.00019371330563444644,1.9143375773467142e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[980.0, 1050.0)",153,0.00014773085422348231,1.4644682688746968e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1050.0, 1120.0)",99,9.4899951363913715e-05,9.4759713964442938e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1120.0, 1190.0)",89,8.5116451373323798e-05,8.5188023302151805e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1190.0, 1260.0)",97,9.0986555733252317e-05,9.2845377219763492e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1260.0, 1330.0)",64,5.8701003581518307e-05,6.1258803585317878e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1330.0, 1400.0)",51,4.9895850679604337e-05,4.8815607806007577e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1400.0, 1470.0)",36,3.3263902878388762e-05,3.445807528201783e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1470.0, 1540.0)",22,2.152370143448934e-05,2.1057714599814759e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1540.0, 1610.0)",23,2.2502050342154689e-05,2.2014882972154481e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1610.0, 1680.0)",18,1.7610300346859731e-05,1.7229037641008915e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1680.0, 1750.0)",17,1.6631951439194381e-05,1.6271869268669192e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1750.0, 1820.0)",16,1.5653600712539628e-05,1.531470089632947e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1820.0, 1890.0)",9,8.8051501734298654e-06,8.6145188205044576e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1890.0, 1960.0)",10,7.8268003562698141e-06,9.5716880602059184e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1960.0, 2030.0)",4,3.913400178134907e-06,3.8286752240823674e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2030.0, 2100.0)",2,1.9567000890674535e-06,1.9143376120411837e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2100.0, 2170.0)",3,2.9350501336011803e-06,2.8715064180617755e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2170.0, 2240.0)",4,3.913400178134907e-06,3.8286752240823674e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2240.0, 2310.0)",3,2.9350501336011803e-06,2.8715064180617755e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2310.0, 2380.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2380.0, 2450.0)",2,1.9567000890674535e-06,1.9143376120411837e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2450.0, 2520.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2520.0, 2590.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2590.0, 2660.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2660.0, 2730.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2730.0, 2800.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2800.0, 2870.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2870.0, 2940.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2940.0, 3010.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3010.0, 3080.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3080.0, 3150.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3150.0, 3220.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3220.0, 3290.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3290.0, 3360.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3360.0, 3430.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3430.0, 3500.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3500.0, inf)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 70.0)",895,0.083890333771705627,7.8632274380652234e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[70.0, 140.0)",2172,0.2035863846540451,1.9082603103015572e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[140.0, 210.0)",3372,0.31606504321098328,2.9625476599903777e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[210.0, 280.0)",4388,0.41129696369171143,3.8551777834072709e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[280.0, 350.0)",5425,0.50849729776382446,4.7662579163443297e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[350.0, 420.0)",5828,0.54627138376235962,5.1203227485530078e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[420.0, 490.0)",5912,0.55414485931396484,5.1941227866336703e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[490.0, 560.0)",5150,0.48272091150283813,4.5246502850204706e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[560.0, 630.0)",4733,0.44363459944725037,4.1582854464650154e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[630.0, 700.0)",3693,0.34615308046340942,3.2445695978822187e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[700.0, 770.0)",2827,0.2649809718132019,2.4837254386511631e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[770.0, 840.0)",1778,0.16665588319301605,1.5621026250300929e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[840.0, 910.0)",1104,0.10348036885261536,9.6994444902520627e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[910.0, 980.0)",656,0.061488334089517593,5.7634379118098877e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[980.0, 1050.0)",380,0.035618241876363754,3.3385767892468721e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1050.0, 1120.0)",238,0.022308267652988434,2.0910033526888583e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1120.0, 1190.0)",189,0.017715388908982277,1.6605026758043095e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1190.0, 1260.0)",110,0.010310543701052666,9.6643009328545304e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1260.0, 1330.0)",74,0.0069361841306090355,6.5014393157980521e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1330.0, 1400.0)",66,0.0061863265000283718,5.798580673399556e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1400.0, 1470.0)",55,0.0051552718505263329,4.8321504664272652e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1470.0, 1540.0)",28,0.0026245021726936102,2.4600041115263593e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1540.0, 1610.0)",28,0.0026245021726936102,2.4600041115263593e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1610.0, 1680.0)",22,0.0020621088333427906,1.9328602718360344e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1680.0, 1750.0)",11,0.0010310544166713953,9.6643013591801719e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1750.0, 1820.0)",17,0.0015934477560222149,1.4935739045540686e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1820.0, 1890.0)",13,0.0012185188243165612,1.1421447254633676e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1890.0, 1960.0)",7,0.00065612554317340255,6.1500102788158983e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1960.0, 2030.0)",5,0.00046866107732057571,4.3928643833623937e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2030.0, 2100.0)",7,0.00065612554317340255,6.1500102788158983e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2100.0, 2170.0)",3,0.00028119666967540979,2.6357184879088891e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2170.0, 2240.0)",3,0.00028119666967540979,2.6357184879088891e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2240.0, 2310.0)",2,0.00018746443674899638,1.7571457178178207e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2310.0, 2380.0)",1,9.3732218374498188e-05,8.7857285890891035e-09
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2380.0, 2450.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2450.0, 2520.0)",4,0.00037492887349799275,3.5142914356356414e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2520.0, 2590.0)",3,0.00028119666967540979,2.6357184879088891e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2590.0, 2660.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2660.0, 2730.0)",1,9.3732218374498188e-05,8.7857285890891035e-09
