dataset,sublFatJet_phi,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1.4933333333333332, 1.706666666666667)",280,0.071336783468723297,1.8437222024658695e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1.706666666666667, 1.92)",270,0.069283924996852875,1.7778751498553902e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1.92, 2.1333333333333337)",255,0.065434820950031281,1.6791042071417905e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2.1333333333333337, 2.3466666666666667)",283,0.072619818150997162,1.8634764273883775e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2.3466666666666667, 2.5600000000000005)",258,0.066204637289047241,1.6988584320642985e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2.5600000000000005, 2.7733333333333334)",252,0.064664997160434723,1.6593499822192825e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2.7733333333333334, 2.9866666666666672)",268,0.068257495760917664,1.7647056665737182e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2.9866666666666672, 3.2)",186,0.047728925943374634,1.2247583981661592e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3.2, inf)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-inf, -3.2)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-3.2, -2.986666666666667)",509,0.0003643037925940007,2.6913471451450732e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-2.986666666666667, -2.7733333333333334)",673,0.00048210262320935726,3.5585001612048472e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-2.7733333333333334, -2.56)",756,0.00053954776376485825,3.9973643839452677e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-2.56, -2.3466666666666667)",670,0.00048573839012533426,3.5426378497405153e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-2.3466666666666667, -2.1333333333333337)",662,0.00047846685629338026,3.5003375198350284e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-2.1333333333333337, -1.9200000000000002)",693,0.00049955432768911123,3.6642505696349303e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-1.9200000000000002, -1.7066666666666668)",695,0.00049810000928118825,3.6748257215002411e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-1.7066666666666668, -1.4933333333333334)",702,0.00049737287918105721,3.7118383366951946e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-1.4933333333333334, -1.28)",715,0.00050973444012925029,3.7805761299303242e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-1.28, -1.0666666666666669)",736,0.00052209605928510427,3.8916139755151846e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-1.0666666666666669, -0.8533333333333335)",673,0.00048064833390526474,3.5585001612048472e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-0.8533333333333335, -0.6400000000000001)",702,0.00050464441301301122,3.7118383366951946e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-0.6400000000000001, -0.42666666666666675)",709,0.00050973444012925029,3.7488509518901481e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-0.42666666666666675, -0.21333333333333337)",665,0.00047628540778532624,3.5162001088551165e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-0.21333333333333337, 0.0)",725,0.00051700597396120429,3.8334513341453658e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.0, 0.21333333333333337)",667,0.00047773972619324923,3.5267752607204272e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.21333333333333337, 0.42666666666666675)",756,0.00054827355779707432,3.9973643839452677e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.42666666666666675, 0.6400000000000001)",728,0.00051773316226899624,3.8493139231654538e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.6400000000000001, 0.8533333333333335)",704,0.00049882713938131928,3.7224134885605054e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.8533333333333335, 1.0666666666666664)",637,0.00045156219857744873,3.3681496480753026e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.0666666666666664, 1.2800000000000002)",678,0.00048573839012533426,3.5849379020902461e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.2800000000000002, 1.4933333333333332)",656,0.00047119532246142626,3.4686123417948522e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.4933333333333332, 1.706666666666667)",721,0.00052282318938523531,3.8123013079705004e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.706666666666667, 1.92)",725,0.00052282318938523531,3.8334513341453658e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.92, 2.1333333333333337)",716,0.00050464441301301122,3.7858635670851015e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.1333333333333337, 2.3466666666666667)",633,0.00045592512469738722,3.3469996219004372e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.3466666666666667, 2.5600000000000005)",690,0.00049591856077313423,3.6483879806148423e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.5600000000000005, 2.7733333333333334)",695,0.00050391722470521927,3.6748257215002411e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.7733333333333334, 2.9866666666666672)",722,0.00051773316226899624,3.8175887451252777e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.9866666666666672, 3.2)",499,0.0003526693326421082,2.6384719409300317e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3.2, inf)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-inf, -3.2)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-3.2, -2.986666666666667)",32,3.1307201425079256e-05,3.0629401792658939e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-2.986666666666667, -2.7733333333333334)",65,6.3592749938834459e-05,6.2215975427104553e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-2.7733333333333334, -2.56)",55,5.1852552132913843e-05,5.264428476481342e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-2.56, -2.3466666666666667)",52,4.8917503590928391e-05,4.97727761783473e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-2.3466666666666667, -2.1333333333333337)",73,6.5549451392143965e-05,6.9873322405822336e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-2.1333333333333337, -1.9200000000000002)",57,5.3809253586223349e-05,5.4558621509492866e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-1.9200000000000002, -1.7066666666666668)",57,5.3809253586223349e-05,5.4558621509492866e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-1.7066666666666668, -1.4933333333333334)",69,6.7506152845453471e-05,6.6044648916463444e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-1.4933333333333334, -1.28)",58,5.4787604312878102e-05,5.5515789881832589e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-1.28, -1.0666666666666669)",64,5.8701003581518307e-05,6.1258803585317878e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-1.0666666666666669, -0.8533333333333335)",69,6.5549451392143965e-05,6.6044648916463444e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-0.8533333333333335, -0.6400000000000001)",46,4.5004100684309378e-05,4.4029765944308963e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-0.6400000000000001, -0.42666666666666675)",71,6.5549451392143965e-05,6.795898566114289e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-0.42666666666666675, -0.21333333333333337)",52,5.087420140625909e-05,4.97727761783473e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-0.21333333333333337, 0.0)",76,7.4354604294057935e-05,7.2744830992288456e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.0, 0.21333333333333337)",55,5.3809253586223349e-05,5.264428476481342e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.21333333333333337, 0.42666666666666675)",48,4.6960802137618884e-05,4.5944102688988409e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.42666666666666675, 0.6400000000000001)",56,5.4787604312878102e-05,5.3601453137153143e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.6400000000000001, 0.8533333333333335)",49,4.5982451410964131e-05,4.6901271061328131e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.8533333333333335, 1.0666666666666664)",71,6.5549451392143965e-05,6.795898566114289e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.0666666666666664, 1.2800000000000002)",58,5.6744302128208801e-05,5.5515789881832589e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.2800000000000002, 1.4933333333333332)",46,4.5004100684309378e-05,4.4029765944308963e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.4933333333333332, 1.706666666666667)",56,5.087420140625909e-05,5.3601453137153143e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.706666666666667, 1.92)",56,5.4787604312878102e-05,5.3601453137153143e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.92, 2.1333333333333337)",72,7.0441201387438923e-05,6.8916150564035661e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.1333333333333337, 2.3466666666666667)",76,7.4354604294057935e-05,7.2744830992288456e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.3466666666666667, 2.5600000000000005)",62,6.0657701396849006e-05,5.9344466840638432e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.5600000000000005, 2.7733333333333334)",61,5.967935430817306e-05,5.8387294998851758e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.7733333333333334, 2.9866666666666672)",51,4.7939152864273638e-05,4.8815607806007577e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.9866666666666672, 3.2)",40,3.9133999962359667e-05,3.8286752240823674e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-inf, -3.2)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-3.2, -2.986666666666667)",481,0.045085195451974869,4.225935299473349e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.986666666666667, -2.7733333333333334)",657,0.061582066118717194,5.7722236306290142e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.7733333333333334, -2.56)",662,0.062050729990005493,5.8161522247246467e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.56, -2.3466666666666667)",665,0.062331926077604294,5.8425093811820261e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.3466666666666667, -2.1333333333333337)",676,0.063362978398799896,5.9391527429397684e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.1333333333333337, -1.9200000000000002)",602,0.056426797062158585,5.2890086408297066e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.9200000000000002, -1.7066666666666668)",693,0.064956426620483398,6.0885099628649186e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.7066666666666668, -1.4933333333333334)",658,0.061675798147916794,5.7810093494481407e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.4933333333333334, -1.28)",699,0.065518818795681,6.1412242757796776e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.28, -1.0666666666666669)",660,0.061863265931606293,5.7985807870863937e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.0666666666666669, -0.8533333333333335)",631,0.059145029634237289,5.5437949413317256e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.8533333333333335, -0.6400000000000001)",679,0.063644178211688995,5.9655098993971478e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.6400000000000001, -0.42666666666666675)",700,0.065612554550170898,6.150009994598804e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.42666666666666675, -0.21333333333333337)",616,0.057739045470952988,5.4120087042974774e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.21333333333333337, 0.0)",645,0.060457281768321991,5.6667950047994964e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 0.21333333333333337)",603,0.056520529091358185,5.2977943596488331e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.21333333333333337, 0.42666666666666675)",689,0.064581498503684998,6.0533670875884127e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.42666666666666675, 0.6400000000000001)",639,0.059894885867834091,5.6140806918847375e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.6400000000000001, 0.8533333333333335)",657,0.061582066118717194,5.7722236306290142e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.8533333333333335, 1.0666666666666664)",704,0.065987482666969299,6.18515286987531e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.0666666666666664, 1.2800000000000002)",662,0.062050729990005493,5.8161522247246467e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.2800000000000002, 1.4933333333333332)",663,0.062144462019205093,5.8249379435437731e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.4933333333333332, 1.706666666666667)",671,0.062894321978092194,5.895223694096785e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.706666666666667, 1.92)",648,0.060738477855920792,5.6931521612568758e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.92, 2.1333333333333337)",706,0.0661749467253685,6.202724307513563e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.1333333333333337, 2.3466666666666667)",656,0.061488334089517593,5.7634379118098877e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.3466666666666667, 2.5600000000000005)",650,0.060925941914319992,5.7107235988951288e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.5600000000000005, 2.7733333333333334)",668,0.062613122165203094,5.8688665376394056e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.7733333333333334, 2.9866666666666672)",666,0.062425658106803894,5.8512951000011526e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.9866666666666672, 3.2)",514,0.048178359866142273,4.515864475251874e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-inf, -3.2)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-3.2, -2.986666666666667)",1220,0.00037977987085469067,1.1822356982271742e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.986666666666667, -2.7733333333333334)",1557,0.00048468625755049288,1.5088040539179559e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.7733333333333334, -2.56)",1601,0.00049838324775919318,1.551442030400807e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.56, -2.3466666666666667)",1592,0.00049558159662410617,1.542720534652986e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.3466666666666667, -2.1333333333333337)",1554,0.00048375237383879721,1.5058969349279749e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.1333333333333337, -1.9200000000000002)",1574,0.00048997829435393214,1.5252778207131001e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.9200000000000002, -1.7066666666666668)",1572,0.00048935570521280169,1.5233396488678608e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.7066666666666668, -1.4933333333333334)",1622,0.00050492043374106288,1.5717920021085519e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.4933333333333334, -1.28)",1651,0.00051394797628745437,1.59989424486362e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.28, -1.0666666666666669)",1613,0.00050211878260597587,1.5630705063607309e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.0666666666666669, -0.8533333333333335)",1638,0.00050990114687010646,1.5872966829810764e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.8533333333333335, -0.6400000000000001)",1651,0.00051394797628745437,1.59989424486362e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.6400000000000001, -0.42666666666666675)",1612,0.00050180748803541064,1.5621015592159893e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.42666666666666675, -0.21333333333333337)",1607,0.00050025101518258452,1.5572562683807689e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.21333333333333337, 0.0)",1536,0.00047814907156862319,1.488454082210211e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.0, 0.21333333333333337)",1620,0.00050429784459993243,1.5698538302633125e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.21333333333333337, 0.42666666666666675)",1544,0.00048063942813314497,1.4962063532575343e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.42666666666666675, 0.6400000000000001)",1643,0.00051145761972293258,1.5921419738162967e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.6400000000000001, 0.8533333333333335)",1663,0.00051768351113423705,1.6115228596014219e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.8533333333333335, 1.0666666666666664)",1616,0.00050305266631767154,1.5659777641285899e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.0666666666666664, 1.2800000000000002)",1611,0.00050149619346484542,1.5611324732933696e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.2800000000000002, 1.4933333333333332)",1641,0.00051083503058180213,1.5902038019710574e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.4933333333333332, 1.706666666666667)",1725,0.00053698383271694183,1.6716036888020369e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.706666666666667, 1.92)",1637,0.00050958985229954123,1.5863275970584567e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.92, 2.1333333333333337)",1623,0.0005052317283116281,1.5727609492532935e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.1333333333333337, 2.3466666666666667)",1613,0.00050211878260597587,1.5630705063607309e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.3466666666666667, 2.5600000000000005)",1626,0.00050616561202332377,1.5756682070211525e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.5600000000000005, 2.7733333333333334)",1679,0.00052266422426328063,1.6270275404739465e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.7733333333333334, 2.9866666666666672)",1746,0.00054352101869881153,1.6919536605097818e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.9866666666666672, 3.2)",1148,0.00035736663267016411,1.1124643567450576e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-inf, -3.2)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-3.2, -2.986666666666667)",104,3.2576186640653759e-05,1.0203922776175212e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.986666666666667, -2.7733333333333334)",159,4.9803977162810043e-05,1.5600227706857872e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.7733333333333334, -2.56)",158,4.9490743549540639e-05,1.55021134817801e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.56, -2.3466666666666667)",170,5.3249535994837061e-05,1.6679489386883795e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.3466666666666667, -2.1333333333333337)",166,5.1996605179738253e-05,1.628703075184923e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.1333333333333337, -1.9200000000000002)",164,5.1370141591178253e-05,1.6090800566970209e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.9200000000000002, -1.7066666666666668)",149,4.6671651944052428e-05,1.4619081986633198e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.7066666666666668, -1.4933333333333334)",157,4.9177513574250042e-05,1.5403997521978852e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.4933333333333334, -1.28)",143,4.4792257540393621e-05,1.4030393166719612e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.28, -1.0666666666666669)",167,5.2309838793007657e-05,1.6385144976927002e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.0666666666666669, -0.8533333333333335)",165,5.168337156646885e-05,1.6188914792047981e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.8533333333333335, -0.6400000000000001)",166,5.1996605179738253e-05,1.628703075184923e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.6400000000000001, -0.42666666666666675)",163,5.105690797790885e-05,1.5992686341892437e-11
