dataset,mht_pt,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[900.0, 950.0)",568,1.9575809346861206e-05,6.7466957584874643e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[950.0, 1000.0)",570,1.9644738131319173e-05,6.7704517122887942e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1000.0, 1050.0)",455,1.5681325749028474e-05,5.4044832845101531e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1050.0, 1100.0)",410,1.4130425370240118e-05,4.8699737818791444e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1100.0, 1150.0)",350,1.2062558198522311e-05,4.1572948967887047e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1150.0, 1200.0)",273,9.4087954494170845e-06,3.2426901333364178e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1200.0, 1250.0)",210,7.2375351010123268e-06,2.4943770464934401e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1250.0, 1300.0)",202,6.9618195084331091e-06,2.3993529602375774e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1300.0, 1350.0)",133,4.5837723519071005e-06,1.57977201199061e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1350.0, 1400.0)",116,3.997876319772331e-06,1.3778462691540344e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1400.0, 1450.0)",107,3.6876963349641301e-06,1.2709444770480499e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1450.0, 1500.0)",79,2.7226917609368684e-06,9.3836085277888837e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1500.0, 1550.0)",64,2.2057249680074165e-06,7.6019106374364265e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1550.0, 1600.0)",41,1.4130425824987469e-06,4.869973917404416e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1600.0, inf)",77,2.6537627491052262e-06,9.1460489897755848e-14
