dataset,leadFatJet_phi,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-1.28, -1.0666666666666669)",590,0.00050464307423681021,4.4358278161737985e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-1.0666666666666669, -0.8533333333333335)",601,0.00051938352407887578,4.5185297170569072e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-0.8533333333333335, -0.6400000000000001)",567,0.00048643432091921568,4.2629058616405757e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-0.6400000000000001, -0.42666666666666675)",608,0.00052371894707903266,4.5711581742047258e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-0.42666666666666675, -0.21333333333333337)",627,0.00053845939692109823,4.7140069625584147e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-0.21333333333333337, 0.0)",625,0.00053152267355471849,4.6989701019128916e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.0, 0.21333333333333337)",597,0.00050724431639537215,4.4884562733216171e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.21333333333333337, 0.42666666666666675)",593,0.0005037760129198432,4.458382829586327e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.42666666666666675, 0.6400000000000001)",630,0.00053412397392094135,4.736561698415187e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.6400000000000001, 0.8533333333333335)",579,0.00049510516691952944,4.3531259152906898e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.8533333333333335, 1.0666666666666664)",587,0.00050030765123665333,4.41327280276127e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1.0666666666666664, 1.2800000000000002)",583,0.00049510516691952944,4.3831993590259799e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1.2800000000000002, 1.4933333333333332)",593,0.00051071267807856202,4.458382829586327e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1.4933333333333332, 1.706666666666667)",593,0.0005037760129198432,4.458382829586327e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1.706666666666667, 1.92)",596,0.00050637725507840514,4.4809378429988556e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1.92, 2.1333333333333337)",567,0.00048296598833985627,4.2629058616405757e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[2.1333333333333337, 2.3466666666666667)",580,0.00048383304965682328,4.3606443456134514e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[2.3466666666666667, 2.5600000000000005)",568,0.00048556723049841821,4.2704240144075811e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[2.5600000000000005, 2.7733333333333334)",565,0.00047602929407730699,4.2478690009950526e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[2.7733333333333334, 2.9866666666666672)",606,0.00051678228192031384,4.5561215911149588e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[2.9866666666666672, 3.2)",424,0.00036070708301849663,3.1877814277159189e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[3.2, inf)",0,0,0
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-inf, -3.2)",0,0,0
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-3.2, -2.986666666666667)",390,3.8783255149610341e-05,4.1493254145097413e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-2.986666666666667, -2.7733333333333334)",552,5.425529889180325e-05,5.8728911490890656e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-2.7733333333333334, -2.56)",530,5.1779774366877973e-05,5.638826645198991e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-2.56, -2.3466666666666667)",556,5.5080476158764213e-05,5.9154482527634666e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-2.3466666666666667, -2.1333333333333337)",568,5.6111945013981313e-05,6.0431199974675387e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-2.1333333333333337, -1.9200000000000002)",532,5.2192361181369051e-05,5.6601051970361915e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-1.9200000000000002, -1.7066666666666668)",496,4.9510541430208832e-05,5.2770903966048444e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-1.7066666666666668, -1.4933333333333334)",515,5.0645157898543403e-05,5.4792372895795527e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-1.4933333333333334, -1.28)",541,5.3326977649703622e-05,5.7558588971440283e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-1.28, -1.0666666666666669)",529,5.2501804020721465e-05,5.6281871524399563e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-1.0666666666666669, -0.8533333333333335)",543,5.3945859690429643e-05,5.7771374489812288e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-0.8533333333333335, -0.6400000000000001)",535,5.2295508794486523e-05,5.6920232416324268e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-0.6400000000000001, -0.42666666666666675)",546,5.4049007303547114e-05,5.8090554935774641e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-0.42666666666666675, -0.21333333333333337)",551,5.4358446504920721e-05,5.8622516563300309e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-0.21333333333333337, 0.0)",555,5.5596210586372763e-05,5.9048087600044319e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.0, 0.21333333333333337)",514,5.0129423470934853e-05,5.4685977968205179e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.21333333333333337, 0.42666666666666675)",541,5.3326977649703622e-05,5.7558588971440283e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.42666666666666675, 0.6400000000000001)",544,5.3636420489056036e-05,5.7877765080593946e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.6400000000000001, 0.8533333333333335)",530,5.2398656407603994e-05,5.638826645198991e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.8533333333333335, 1.0666666666666664)",590,5.8381177950650454e-05,6.2771845013576133e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1.0666666666666664, 1.2800000000000002)",567,5.5596210586372763e-05,6.0324805047085039e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1.2800000000000002, 1.4933333333333332)",519,5.208921356825158e-05,5.5217943932539537e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1.4933333333333332, 1.706666666666667)",514,5.0129423470934853e-05,5.4685977968205179e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1.706666666666667, 1.92)",562,5.5286771384999156e-05,5.9792839082750682e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1.92, 2.1333333333333337)",556,5.6111945013981313e-05,5.9154482527634666e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[2.1333333333333337, 2.3466666666666667)",556,5.5699358199490234e-05,5.9154482527634666e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[2.3466666666666667, 2.5600000000000005)",552,5.4874180932529271e-05,5.8728911490890656e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[2.5600000000000005, 2.7733333333333334)",548,5.3430125262821093e-05,5.8303340454146646e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[2.7733333333333334, 2.9866666666666672)",560,5.6318240240216255e-05,5.9580053564378677e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[2.9866666666666672, 3.2)",397,3.9711580029688776e-05,4.2238001290995086e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-inf, -3.2)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-3.2, -2.986666666666667)",1148,0.0003632466250564903,1.149373859976599e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-2.986666666666667, -2.7733333333333334)",1573,0.00049772381316870451,1.5748824466754741e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-2.7733333333333334, -2.56)",1588,0.00050247006583958864,1.5899004335295785e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-2.56, -2.3466666666666667)",1540,0.00048728208639658988,1.5418430421298979e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-2.3466666666666667, -2.1333333333333337)",1487,0.00047051196452230215,1.4887795163343043e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-2.1333333333333337, -1.9200000000000002)",1541,0.00048759850324131548,1.5428441857423536e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-1.9200000000000002, -1.7066666666666668)",1551,0.00049076264258474112,1.5528561769784233e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-1.7066666666666668, -1.4933333333333334)",1575,0.00049835664685815573,1.5768848726782636e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-1.4933333333333334, -1.28)",1686,0.00053347891662269831,1.6880176423317295e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-1.28, -1.0666666666666669)",1555,0.00049202830996364355,1.5568608902061243e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-1.0666666666666669, -0.8533333333333335)",1563,0.00049455964472144842,1.5648704554394044e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-0.8533333333333335, -0.6400000000000001)",1552,0.00049107905942946672,1.553857320590879e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-0.6400000000000001, -0.42666666666666675)",1605,0.00050784915219992399,1.6069207076085945e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-0.42666666666666675, -0.21333333333333337)",1635,0.00051734165754169226,1.6369566813168035e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-0.21333333333333337, 0.0)",1625,0.00051417748909443617,1.6269446900807338e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.0, 0.21333333333333337)",1424,0.00045057770330458879,1.4257041380805191e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.21333333333333337, 0.42666666666666675)",1638,0.00051829090807586908,1.6399602509320488e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.42666666666666675, 0.6400000000000001)",1511,0.00047810596879571676,1.5128082120341446e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.6400000000000001, 0.8533333333333335)",1539,0.00048696566955186427,1.5408417597395641e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.8533333333333335, 1.0666666666666664)",1619,0.00051227898802608252,1.6209375508502433e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1.0666666666666664, 1.2800000000000002)",1593,0.00050405215006321669,1.5949064291476134e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1.2800000000000002, 1.4933333333333332)",1567,0.00049582531210035086,1.5688753074449835e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1.4933333333333332, 1.706666666666667)",1533,0.00048506713937968016,1.5348346205090735e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1.706666666666667, 1.92)",1569,0.00049645814578980207,1.570877733447773e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1.92, 2.1333333333333337)",1607,0.00050848198588937521,1.6089231336113841e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2.1333333333333337, 2.3466666666666667)",1527,0.0004831686383113265,1.5288274812785829e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2.3466666666666667, 2.5600000000000005)",1537,0.00048633283586241305,1.5388393337367745e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2.5600000000000005, 2.7733333333333334)",1585,0.00050152081530541182,1.5868968639143333e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2.7733333333333334, 2.9866666666666672)",1569,0.00049645814578980207,1.570877733447773e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2.9866666666666672, 3.2)",1121,0.00035470337024889886,1.1223415252725744e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-inf, -3.2)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-3.2, -2.986666666666667)",1194,0.00038007515831850469,1.2098586021913604e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-2.986666666666667, -2.7733333333333334)",1717,0.00054655701387673616,1.7398051055383945e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-2.7733333333333334, -2.56)",1622,0.00051631650421768427,1.6435433569661484e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-2.56, -2.3466666666666667)",1706,0.00054305547382682562,1.7286590214826703e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-2.3466666666666667, -2.1333333333333337)",1618,0.00051504321163520217,1.6394902102589981e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-2.1333333333333337, -1.9200000000000002)",1594,0.00050740351434797049,1.6151714687939744e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-1.9200000000000002, -1.7066666666666668)",1542,0.00049085082719102502,1.5624807003788987e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-1.7066666666666668, -1.4933333333333334)",1554,0.00049467070493847132,1.5746401405003496e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-1.4933333333333334, -1.28)",1645,0.0005236378638073802,1.6668487423654454e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-1.28, -1.0666666666666669)",1598,0.00050867680693045259,1.6192244767232467e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-1.0666666666666669, -0.8533333333333335)",1565,0.00049817218678072095,1.5857862245560739e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-0.8533333333333335, -0.6400000000000001)",1558,0.0004959439393132925,1.5786932872074999e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-0.6400000000000001, -0.42666666666666675)",1694,0.00053923559607937932,1.7164995813612194e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-0.42666666666666675, -0.21333333333333337)",1635,0.00052045466145500541,1.6567160143754478e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-0.21333333333333337, 0.0)",1686,0.00053668901091441512,1.7083932879469188e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.0, 0.21333333333333337)",1559,0.00049626227701082826,1.5797065044953484e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.21333333333333337, 0.42666666666666675)",1568,0.00049912719987332821,1.5888260151974976e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.42666666666666675, 0.6400000000000001)",1668,0.00053095928160473704,1.6901542665426206e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.6400000000000001, 0.8533333333333335)",1592,0.00050676689716055989,1.6131448954403993e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.8533333333333335, 1.0666666666666664)",1608,0.00051186000928282738,1.6293573434911224e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.0666666666666664, 1.2800000000000002)",1596,0.00050804013153538108,1.6171979033696715e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.2800000000000002, 1.4933333333333332)",1664,0.00052968598902225494,1.6861011198354703e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.4933333333333332, 1.706666666666667)",1649,0.0005249111563898623,1.6709018890725957e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.706666666666667, 1.92)",1642,0.00052268290892243385,1.6638089517240218e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1.92, 2.1333333333333337)",1658,0.00052777607925236225,1.6800213997747449e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.1333333333333337, 2.3466666666666667)",1608,0.00051186000928282738,1.6293573434911224e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.3466666666666667, 2.5600000000000005)",1623,0.00051663484191522002,1.6445565742539969e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.5600000000000005, 2.7733333333333334)",1622,0.00051631650421768427,1.6435433569661484e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.7733333333333334, 2.9866666666666672)",1544,0.00049148744437843561,1.5645072737324739e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2.9866666666666672, 3.2)",1140,0.00036288582487031817,1.1551413992005877e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[3.2, inf)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-inf, -3.2)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-3.2, -2.986666666666667)",1195,4.1185019654221833e-05,1.4194192696215246e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.986666666666667, -2.7733333333333334)",1623,5.5935804994078353e-05,1.9277971146508532e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.7733333333333334, -2.56)",1632,5.6245986343128607e-05,1.9384871312311258e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.56, -2.3466666666666667)",1729,5.9589037846308202e-05,2.0537037782181189e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.3466666666666667, -2.1333333333333337)",1596,5.5005264584906399e-05,1.895726414388732e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-2.1333333333333337, -1.9200000000000002)",1667,5.7452241890132427e-05,1.980060213013779e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.9200000000000002, -1.7066666666666668)",1700,5.8589568652678281e-05,2.0192575909960819e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.7066666666666668, -1.4933333333333334)",1664,5.7348850532434881e-05,1.9764966573132536e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.4933333333333334, -1.28)",1739,5.9933681768598035e-05,2.0655816466985666e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.28, -1.0666666666666669)",1675,5.7727957027964294e-05,1.9895625945343109e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-1.0666666666666669, -0.8533333333333335)",1645,5.6694025261094794e-05,1.9539285554120989e-12
