dataset,leadFatJet_eta,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[0.8000000000000007, 1.0)",852,0.00080856104614213109,7.9698958543872322e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1.0, 1.2000000000000002)",674,0.00064220634521916509,6.3048238851948213e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1.2000000000000002, 1.4000000000000004)",515,0.00048068759497255087,4.8174841893455778e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1.4000000000000004, 1.6000000000000005)",361,0.00033754520700313151,3.3769159690777428e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1.6000000000000005, 1.8000000000000007)",277,0.00026210531359538436,2.5911517376187021e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[1.8000000000000007, 2.0)",159,0.00014797828043811023,1.4873396958492435e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[2.0, 2.2)",95,9.1881935077253729e-05,8.8866212999416661e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[2.2, 2.4000000000000004)",75,7.0604015490971506e-05,7.0157532561232472e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[2.4000000000000004, 2.6000000000000005)",34,3.2884061511140317e-05,3.1804749806019217e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[2.6000000000000005, 2.8000000000000007)",20,1.9343566236784682e-05,1.8708676968737237e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[2.8000000000000007, 3.0)",11,1.0638960702635814e-05,1.028977163891609e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[3.0, 3.2)",5,4.8358915591961704e-06,4.6771692421843092e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[3.2, 3.4000000000000004)",2,1.934356532728998e-06,1.8708676101375499e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[3.4000000000000004, 3.6000000000000005)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[3.6000000000000005, 3.8000000000000007)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[3.8000000000000007, 4.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p5_aD-peak,"[4.0, inf)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-inf, -4.0)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-4.0, -3.8)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-3.8, -3.6)",2,1.7341686771032983e-06,1.5036704520410282e-12
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-3.6, -3.4)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-3.4, -3.2)",2,1.7341686771032983e-06,1.5036704520410282e-12
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-3.2, -3.0)",3,2.6012530724983662e-06,2.2555056780615423e-12
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-3.0, -2.8)",12,1.0405012289993465e-05,9.0220227122461694e-12
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-2.8, -2.5999999999999996)",20,1.7341686543659307e-05,1.5036704520410282e-11
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-2.5999999999999996, -2.4)",40,3.2949203159660101e-05,3.0073409040820565e-11
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-2.4, -2.2)",75,6.3297156884800643e-05,5.6387641084176821e-11
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-2.2, -2.0)",122,0.00010578428918961436,9.1723899309226198e-11
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-2.0, -1.7999999999999998)",194,0.0001630118495086208,1.4585603558270321e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-1.7999999999999998, -1.5999999999999996)",326,0.00027573283296078444,2.4509827500907022e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-1.5999999999999996, -1.4)",455,0.0003806500171776861,3.4208502697197218e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-1.4, -1.1999999999999997)",575,0.00049510516691952944,4.3230524715553997e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-1.1999999999999997, -1.0)",788,0.00066765496740117669,5.9244614769582427e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-1.0, -0.7999999999999998)",991,0.00085234391735866666,7.4506872893564946e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-0.7999999999999998, -0.5999999999999996)",1153,0.00098414067178964615,8.6686602340790841e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-0.5999999999999996, -0.3999999999999999)",1229,0.0010500390781089664,9.2400548323823273e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-0.3999999999999999, -0.19999999999999973)",1347,0.0011558234691619873,1.0127220173572482e-09
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[-0.19999999999999973, 0.0)",1345,0.0011488867457956076,1.0112183312926959e-09
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.0, 0.20000000000000018)",1379,0.001171430922113359,1.0367807723454803e-09
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.20000000000000018, 0.40000000000000036)",1372,0.0011809688294306397,1.0315179821418496e-09
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.40000000000000036, 0.6000000000000005)",1245,0.0010552416788414121,9.3603480522119753e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.6000000000000005, 0.8000000000000007)",1195,0.0010257607791572809,8.9844309769659958e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[0.8000000000000007, 1.0)",1015,0.00086274894420057535,7.6311273966567228e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1.0, 1.2000000000000002)",797,0.00068066117819398642,5.9921267947515844e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1.2000000000000002, 1.4000000000000004)",583,0.00050030765123665333,4.3831993590259799e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1.4000000000000004, 1.6000000000000005)",434,0.00037111210986040533,3.262964898276266e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1.6000000000000005, 1.8000000000000007)",299,0.00025405571796000004,2.2479873518221893e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[1.8000000000000007, 2.0)",205,0.00016908143879845738,1.5412622567101408e-10
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[2.0, 2.2)",119,9.971469989977777e-05,8.9468391029079442e-11
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[2.2, 2.4000000000000004)",80,6.9366746174637228e-05,6.0146818081641129e-11
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[2.4000000000000004, 2.6000000000000005)",36,2.9480866942321882e-05,2.7066068136738508e-11
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[2.6000000000000005, 2.8000000000000007)",26,2.254419268865604e-05,1.9547715876533367e-11
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[2.8000000000000007, 3.0)",13,1.127209634432802e-05,9.7738579382666835e-12
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[3.0, 3.2)",1,8.6708433855164913e-07,7.5183522602051411e-13
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[3.2, 3.4000000000000004)",3,2.6012530724983662e-06,2.2555056780615423e-12
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[3.4000000000000004, 3.6000000000000005)",1,8.6708433855164913e-07,7.5183522602051411e-13
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[3.6000000000000005, 3.8000000000000007)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[3.8000000000000007, 4.0)",0,0,0
SVJ_Esh_mZp-3000_mD-50_rinv-0p3_aD-peak,"[4.0, inf)",0,0,0
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-inf, -4.0)",0,0,0
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-4.0, -3.8)",0,0,0
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-3.8, -3.6)",0,0,0
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-3.6, -3.4)",1,1.0314695941815444e-07,1.0639295400358042e-14
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-3.4, -3.2)",3,3.0944087825446331e-07,3.1917885354041178e-14
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-3.2, -3.0)",2,0,2.1278590800716084e-14
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-3.0, -2.8)",6,6.1888175650892663e-07,6.3835770708082357e-14
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-2.8, -2.5999999999999996)",21,2.1660862330463715e-06,2.2342520086642004e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-2.5999999999999996, -2.4)",34,3.506996563373832e-06,3.6173603175371216e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-2.4, -2.2)",74,7.0139931267476641e-06,7.8730788164935173e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-2.2, -2.0)",130,1.2790223081537988e-05,1.3831083630830299e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-2.0, -1.7999999999999998)",185,1.8669599739951082e-05,1.9682697312284336e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-1.7999999999999998, -1.5999999999999996)",295,2.8365413527353667e-05,3.1385922506788066e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-1.5999999999999996, -1.4)",414,4.0433609683532268e-05,4.4046684702370165e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-1.4, -1.1999999999999997)",563,5.4564741731155664e-05,5.9899234010341029e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-1.1999999999999997, -1.0)",728,7.2821756475605071e-05,7.7454067465287935e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-1.0, -0.7999999999999998)",901,8.9840999862644821e-05,9.586004733053155e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-0.7999999999999998, -0.5999999999999996)",1096,0.00010789171938085929,1.1660668090829329e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-0.5999999999999996, -0.3999999999999999)",1170,0.00011552459181984887,1.2447975809848355e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-0.3999999999999999, -0.19999999999999973)",1251,0.00012491096276789904,1.3309758677138017e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[-0.19999999999999973, 0.0)",1223,0.00011995991371804848,1.3011858084055472e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.0, 0.20000000000000018)",1302,0.00012975887511856854,1.3852362833188803e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.20000000000000018, 0.40000000000000036)",1229,0.00012099138257326558,1.3075694173247943e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.40000000000000036, 0.6000000000000005)",1121,0.00011047039151890203,1.1926649771953901e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.6000000000000005, 0.8000000000000007)",1047,0.00010490045679034665,1.1139342052934875e-11
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[0.8000000000000007, 1.0)",804,7.9010569606907666e-05,8.5539934510658888e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1.0, 1.2000000000000002)",696,6.9521047407761216e-05,7.4049499171335853e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1.2000000000000002, 1.4000000000000004)",553,5.5183623771881685e-05,5.8835302081672314e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1.4000000000000004, 1.6000000000000005)",433,4.2599695007083938e-05,4.6068149295308558e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1.6000000000000005, 1.8000000000000007)",288,2.8468561140471138e-05,3.0641171024081704e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[1.8000000000000007, 2.0)",173,1.6812953617773019e-05,1.8405982033647961e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[2.0, 2.2)",103,1.0624136848491617e-05,1.095847479599954e-12
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[2.2, 2.4000000000000004)",75,7.3234341471106745e-06,7.9794715756795198e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[2.4000000000000004, 2.6000000000000005)",25,2.5786739570321515e-06,2.6598238585598399e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[2.6000000000000005, 2.8000000000000007)",26,2.062939074676251e-06,2.7662168887963856e-13
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[2.8000000000000007, 3.0)",9,9.2832260634168051e-07,9.5753659450255324e-14
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[3.0, 3.2)",5,5.1573476866906276e-07,5.3196477848823157e-14
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[3.2, 3.4000000000000004)",2,2.0629391883630888e-07,2.1278590800716084e-14
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[3.4000000000000004, 3.6000000000000005)",1,1.0314695941815444e-07,1.0639295400358042e-14
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[3.6000000000000005, 3.8000000000000007)",0,0,0
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[3.8000000000000007, 4.0)",0,0,0
SVJ_Esh_mZp-4000_mD-20_rinv-0p3_aD-peak,"[4.0, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-inf, -4.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-4.0, -3.8)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-3.8, -3.6)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-3.6, -3.4)",1,3.1641692999073712e-07,1.0011967383621867e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-3.4, -3.2)",3,9.4925076155050192e-07,3.0035902150865601e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-3.2, -3.0)",11,3.4805862014763989e-06,1.1013164121984054e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-3.0, -2.8)",32,1.0125341759703588e-05,3.2038295627589974e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-2.8, -2.5999999999999996)",66,2.0883517208858393e-05,6.6078982563499977e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-2.5999999999999996, -2.4)",132,4.1767034417716786e-05,1.3215796512699995e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-2.4, -2.2)",202,6.3916217186488211e-05,2.0224174765437475e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-2.2, -2.0)",346,0.00010948025737889111,3.4641407797852963e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-2.0, -1.7999999999999998)",548,0.00017339647456537932,5.4865580828566962e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-1.7999999999999998, -1.5999999999999996)",804,0.00025439920136705041,8.0496220800085894e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-1.5999999999999996, -1.4)",1181,0.00037368838093243539,1.1824133339111143e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-1.4, -1.1999999999999997)",1560,0.0004936103941872716,1.5618668858241591e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-1.1999999999999997, -1.0)",2143,0.00067808147286996245,2.145564559352664e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-1.0, -0.7999999999999998)",2624,0.00083027803339064121,2.6271401720734389e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-0.7999999999999998, -0.5999999999999996)",2918,0.00092330458573997021,2.9214922148135258e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-0.5999999999999996, -0.3999999999999999)",3173,0.0010039908811450005,3.1767971586660337e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-0.3999999999999999, -0.19999999999999973)",3454,0.0010929041309282184,3.4581335017769277e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[-0.19999999999999973, 0.0)",3707,0.0011729575926437974,3.7114364359602803e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.0, 0.20000000000000018)",3752,0.0011871963506564498,3.7564901189668376e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.20000000000000018, 0.40000000000000036)",3478,0.001100498135201633,3.4821623362546461e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.40000000000000036, 0.6000000000000005)",3399,0.0010755010880529881,3.4030678275343007e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.6000000000000005, 0.8000000000000007)",3065,0.0009698178619146347,3.0686680974056912e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[0.8000000000000007, 1.0)",2551,0.00080717960372567177,2.554052802583584e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1.0, 1.2000000000000002)",2101,0.00066479196539148688,2.1035143071834739e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1.2000000000000002, 1.4000000000000004)",1605,0.00050784915219992399,1.6069207076085945e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1.4000000000000004, 1.6000000000000005)",1166,0.00036894212826155126,1.1673953470570098e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1.6000000000000005, 1.8000000000000007)",829,0.00026230962248519063,8.2999211670209405e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1.8000000000000007, 2.0)",518,0.00016390396922361106,5.1861990396639968e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2.0, 2.2)",342,0.00010821458999998868,3.4240929536188958e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2.2, 2.4000000000000004)",216,6.8346060288604349e-05,2.1625850415984971e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2.4000000000000004, 2.6000000000000005)",124,3.9235699659911916e-05,1.2414839989371984e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2.6000000000000005, 2.8000000000000007)",75,2.3731270630378276e-05,7.5089752124557485e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2.8000000000000007, 3.0)",23,7.2775892476784065e-06,2.3027526066532467e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3.0, 3.2)",8,2.5313354399258969e-06,8.0095739068974936e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3.2, 3.4000000000000004)",4,1.2656677199629485e-06,4.0047869534487468e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3.4000000000000004, 3.6000000000000005)",2,6.3283385998147423e-07,2.0023934767243734e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3.6000000000000005, 3.8000000000000007)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[3.8000000000000007, 4.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[4.0, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-inf, -4.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-4.0, -3.8)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-3.8, -3.6)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-3.6, -3.4)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-3.4, -3.2)",4,1.2732836012219195e-06,4.0531277336122717e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-3.2, -3.0)",13,4.1381717892363667e-06,1.3172664998714612e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-3.0, -2.8)",17,5.4114552767714486e-06,1.722579327442797e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-2.8, -2.5999999999999996)",78,2.48290307354182e-05,7.9035987823883325e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-2.5999999999999996, -2.4)",128,4.0745075239101425e-05,1.297000874755927e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-2.4, -2.2)",200,6.3664178014732897e-05,2.0265638125960272e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-2.2, -2.0)",366,0.0001165054491139017,3.7086118898077558e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-2.0, -1.7999999999999998)",540,0.00017189329082611948,5.4717223807454474e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-1.7999999999999998, -1.5999999999999996)",843,0.00026834450545720756,8.541966439734594e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-1.5999999999999996, -1.4)",1267,0.0004033125878777355,1.283828182652158e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-1.4, -1.1999999999999997)",1595,0.00050772185204550624,1.616184686081823e-10
